#lus_code YYYY MM DD HH MI Layer_Thick  T  Vol_Frac_I  Vol_Frac_W  Vol_Frac_V  Vol_Frac_S Rho_S Conduc_S HeatCapac_S  rg  rb  dd  sp  mk mass_hoar ne
08 1980 10 01 01 00 1.00 272.15 0.10 0.02 0.01 0.87 2400.0 2.0 900.00 10000 0.0 0.0 0.0 0 0.0 1
08 1980 10 01 01 00 1.00 272.15 0.10 0.02 0.01 0.87 2400.0 2.0 900.00 10000 0.0 0.0 0.0 0 0.0 1
08 1980 10 01 01 00 1.00 272.15 0.10 0.02 0.01 0.87 2400.0 2.0 900.00 10000 0.0 0.0 0.0 0 0.0 1
08 1980 10 01 01 00 1.00 272.15 0.10 0.02 0.01 0.87 2400.0 2.0 900.00 10000 0.0 0.0 0.0 0 0.0 1
08 1980 10 01 01 00 1.00 272.15 0.10 0.02 0.01 0.87 2400.0 2.0 900.00 10000 0.0 0.0 0.0 0 0.0 1
08 1980 10 01 01 00 1.00 272.15 0.10 0.02 0.01 0.87 2400.0 2.0 900.00 10000 0.0 0.0 0.0 0 0.0 1
08 1980 10 01 01 00 1.00 272.15 0.10 0.02 0.01 0.87 2400.0 2.0 900.00 10000 0.0 0.0 0.0 0 0.0 1
08 1980 10 01 01 00 1.00 272.15 0.10 0.02 0.01 0.87 2400.0 2.0 900.00 10000 0.0 0.0 0.0 0 0.0 1
08 1980 10 01 01 00 0.80 272.15 0.10 0.02 0.01 0.87 2400.0 2.0 900.00 10000 0.0 0.0 0.0 0 0.0 1
08 1980 10 01 01 00 0.50 278.15 0.00 0.12 0.18 0.70 1500.0 0.9 800.00 0.0315 0.0 0.0 0.0 0 0.0 1
08 1980 10 01 01 00 0.50 278.15 0.00 0.12 0.18 0.70 1500.0 0.9 800.00 0.0315 0.0 0.0 0.0 0 0.0 1
08 1980 10 01 01 00 0.10 278.15 0.00 0.12 0.18 0.70 1500.0 0.9 800.00 0.0315 0.0 0.0 0.0 0 0.0 1
08 1980 10 01 01 00 0.10 278.15 0.00 0.12 0.18 0.70 1500.0 0.9 800.00 0.0315 0.0 0.0 0.0 0 0.0 1
11 1980 10 01 01 00 3.00 272.15 0.10 0.02 0.01 0.87 2400.0 2.0 900.00 10000 0.0 0.0 0.0 0 0.0 1
11 1980 10 01 01 00 3.00 272.15 0.10 0.02 0.01 0.87 2400.0 2.0 900.00 10000 0.0 0.0 0.0 0 0.0 1
11 1980 10 01 01 00 3.00 272.15 0.10 0.02 0.01 0.87 2400.0 2.0 900.00 10000 0.0 0.0 0.0 0 0.0 1
11 1980 10 01 01 00 2.00 272.15 0.10 0.02 0.01 0.87 2400.0 2.0 900.00 10000 0.0 0.0 0.0 0 0.0 1
11 1980 10 01 01 00 2.00 272.15 0.10 0.02 0.01 0.87 2400.0 2.0 900.00 10000 0.0 0.0 0.0 0 0.0 1
11 1980 10 01 01 00 2.00 272.15 0.10 0.02 0.01 0.87 2400.0 2.0 900.00 10000 0.0 0.0 0.0 0 0.0 1
11 1980 10 01 01 00 1.00 272.15 0.10 0.02 0.01 0.87 2400.0 2.0 900.00 10000 0.0 0.0 0.0 0 0.0 1
11 1980 10 01 01 00 1.00 272.15 0.10 0.02 0.01 0.87 2400.0 2.0 900.00 10000 0.0 0.0 0.0 0 0.0 1
11 1980 10 01 01 00 1.00 272.15 0.10 0.02 0.01 0.87 2400.0 2.0 900.00 10000 0.0 0.0 0.0 0 0.0 1
11 1980 10 01 01 00 1.00 272.15 0.10 0.02 0.01 0.87 2400.0 2.0 900.00 10000 0.0 0.0 0.0 0 0.0 1
11 1980 10 01 01 00 1.00 272.15 0.10 0.02 0.01 0.87 2400.0 2.0 900.00 10000 0.0 0.0 0.0 0 0.0 1
11 1980 10 01 01 00 1.00 272.15 0.10 0.02 0.01 0.87 2400.0 2.0 900.00 10000 0.0 0.0 0.0 0 0.0 1
11 1980 10 01 01 00 1.00 272.15 0.10 0.02 0.01 0.87 2400.0 2.0 900.00 10000 0.0 0.0 0.0 0 0.0 1
11 1980 10 01 01 00 1.00 272.15 0.10 0.02 0.01 0.87 2400.0 2.0 900.00 10000 0.0 0.0 0.0 0 0.0 1
11 1980 10 01 01 00 1.00 272.15 0.10 0.02 0.01 0.87 2400.0 2.0 900.00 10000 0.0 0.0 0.0 0 0.0 1
11 1980 10 01 01 00 0.50 272.15 0.10 0.02 0.01 0.87 2400.0 2.0 900.00 10000 0.0 0.0 0.0 0 0.0 1
11 1980 10 01 01 00 0.25 272.15 0.10 0.02 0.01 0.87 2400.0 2.0 900.00 10000 0.0 0.0 0.0 0 0.0 1
11 1980 10 01 01 00 0.15 272.15 0.10 0.02 0.01 0.87 2400.0 2.0 900.00 10000 0.0 0.0 0.0 0 0.0 1
11 1980 10 01 01 00 0.10 272.15 0.10 0.02 0.01 0.87 2400.0 2.0 900.00 10000 0.0 0.0 0.0 0 0.0 1
13 1980 10 01 01 00 3.00 272.15 0.10 0.02 0.01 0.87 2400.0 2.0 900.00 10000 0.0 0.0 0.0 0 0.0 1
13 1980 10 01 01 00 3.00 272.15 0.10 0.02 0.01 0.87 2400.0 2.0 900.00 10000 0.0 0.0 0.0 0 0.0 1
13 1980 10 01 01 00 3.00 272.15 0.10 0.02 0.01 0.87 2400.0 2.0 900.00 10000 0.0 0.0 0.0 0 0.0 1
13 1980 10 01 01 00 2.00 272.15 0.10 0.02 0.01 0.87 2400.0 2.0 900.00 10000 0.0 0.0 0.0 0 0.0 1
13 1980 10 01 01 00 2.00 272.15 0.10 0.02 0.01 0.87 2400.0 2.0 900.00 10000 0.0 0.0 0.0 0 0.0 1
13 1980 10 01 01 00 2.00 272.15 0.10 0.02 0.01 0.87 2400.0 2.0 900.00 10000 0.0 0.0 0.0 0 0.0 1
13 1980 10 01 01 00 1.00 272.15 0.10 0.02 0.01 0.87 2400.0 2.0 900.00 10000 0.0 0.0 0.0 0 0.0 1
13 1980 10 01 01 00 1.00 272.15 0.10 0.02 0.01 0.87 2400.0 2.0 900.00 10000 0.0 0.0 0.0 0 0.0 1
13 1980 10 01 01 00 1.00 272.15 0.10 0.02 0.01 0.87 2400.0 2.0 900.00 10000 0.0 0.0 0.0 0 0.0 1
13 1980 10 01 01 00 1.00 272.15 0.10 0.02 0.01 0.87 2400.0 2.0 900.00 10000 0.0 0.0 0.0 0 0.0 1
13 1980 10 01 01 00 1.00 272.15 0.10 0.02 0.01 0.87 2400.0 2.0 900.00 10000 0.0 0.0 0.0 0 0.0 1
13 1980 10 01 01 00 1.00 272.15 0.60 0.00 0.40 0.00 600.00 2.3 2114.0 1.000 0.0 0.0 0.0 0 0.0 1
13 1980 10 01 01 00 1.00 272.15 0.60 0.00 0.40 0.00 600.00 2.3 2114.0 1.000 0.0 0.0 0.0 0 0.0 1
